HomeTeam,AwayTeam,FTHG,FTAG
Bahia,Atletico GO,1,1
Cruzeiro,Atletico-MG,2,2
Sport Recife,Nautico,0,0
Coritiba,Internacional,1,0
Santos,Bahia,1,3
Atletico-MG,Ponte Preta,2,2
Nautico,Figueirense,3,2
Portuguesa,Palmeiras,3,0
Atletico GO,Cruzeiro,0,2
Fluminense,Corinthians,1,1
Gremio,Vasco,2,0
Flamengo RJ,Sport Recife,1,1
Sao Paulo,Botafogo RJ,4,0
Figueirense,Fluminense,2,2
Palmeiras,Gremio,0,0
Vasco,Portuguesa,2,0
Bahia,Sao Paulo,1,0
Corinthians,Atletico-MG,1,0
Internacional,Flamengo RJ,4,1
Sport Recife,Santos,2,1
Botafogo RJ,Coritiba,2,0
Cruzeiro,Nautico,3,0
Ponte Preta,Atletico GO,3,1
Bahia,Atletico-MG,0,0
Flamengo RJ,Ponte Preta,0,1
Nautico,Vasco,1,1
Portuguesa,Coritiba,3,0
Gremio,Atletico GO,2,1
Cruzeiro,Botafogo RJ,1,3
Figueirense,Corinthians,1,0
Sao Paulo,Internacional,1,1
Fluminense,Santos,3,1
Palmeiras,Sport Recife,3,1
Coritiba,Flamengo RJ,3,0
Ponte Preta,Figueirense,2,2
Corinthians,Gremio,3,1
Botafogo RJ,Nautico,3,1
Internacional,Fluminense,0,1
Santos,Sao Paulo,0,0
Atletico GO,Portuguesa,1,1
Atletico-MG,Palmeiras,3,0
Sport Recife,Cruzeiro,2,1
Vasco,Bahia,0,4
Corinthians,Ponte Preta,1,1
Figueirense,Cruzeiro,2,0
Portuguesa,Fluminense,0,2
Atletico GO,Coritiba,1,2
Sport Recife,Bahia,1,1
Atletico-MG,Sao Paulo,1,0
Santos,Flamengo RJ,2,0
Vasco,Palmeiras,3,1
Botafogo RJ,Internacional,1,1
Gremio,Nautico,2,0
Sao Paulo,Portuguesa,3,1
Fluminense,Atletico GO,1,2
Bahia,Figueirense,2,1
Coritiba,Santos,1,2
Cruzeiro,Vasco,1,1
Nautico,Atletico-MG,1,0
Palmeiras,Corinthians,0,2
Flamengo RJ,Gremio,1,1
Internacional,Sport Recife,2,2
Ponte Preta,Botafogo RJ,0,0
Figueirense,Palmeiras,1,3
Fluminense,Nautico,2,1
Santos,Portuguesa,1,3
Atletico GO,Flamengo RJ,1,2
Botafogo RJ,Corinthians,2,2
Ponte Preta,Vasco,0,0
Sao Paulo,Cruzeiro,1,0
Atletico-MG,Gremio,0,0
Internacional,Bahia,3,1
Sport Recife,Coritiba,1,0
Flamengo RJ,Atletico-MG,2,1
Cruzeiro,Internacional,0,0
Nautico,Atletico GO,2,0
Portuguesa,Atletico-MG,1,1
Vasco,Figueirense,3,1
Palmeiras,Ponte Preta,3,0
Bahia,Botafogo RJ,2,0
Corinthians,Sport Recife,3,0
Coritiba,Sao Paulo,1,1
Flamengo RJ,Fluminense,0,1
Gremio,Santos,1,1
Coritiba,Ponte Preta,1,0
Flamengo RJ,Bahia,0,0
Portuguesa,Sport Recife,5,1
Sao Paulo,Palmeiras,3,0
Atletico GO,Vasco,0,1
Nautico,Corinthians,2,1
Santos,Internacional,1,1
Atletico-MG,Figueirense,6,0
Fluminense,Botafogo RJ,1,0
Gremio,Cruzeiro,2,1
Bahia,Fluminense,0,2
Botafogo RJ,Santos,0,2
Cruzeiro,Portuguesa,2,0
Figueirense,Atletico GO,3,1
Ponte Preta,Nautico,2,1
Corinthians,Flamengo RJ,3,2
Internacional,Atletico-MG,3,0
Vasco,Sao Paulo,0,2
Palmeiras,Coritiba,0,1
Sport Recife,Gremio,1,3
Atletico GO,Internacional,3,1
Flamengo RJ,Cruzeiro,1,1
Portuguesa,Corinthians,1,1
Atletico-MG,Sport Recife,2,1
Coritiba,Bahia,2,1
Nautico,Palmeiras,1,0
Santos,Vasco,2,0
Sao Paulo,Figueirense,2,0
Fluminense,Ponte Preta,2,1
Gremio,Botafogo RJ,1,1
Bahia,Palmeiras,0,1
Coritiba,Nautico,2,1
Fluminense,Gremio,2,2
Internacional,Figueirense,2,3
Cruzeiro,Corinthians,2,0
Portuguesa,Flamengo RJ,0,0
Santos,Atletico-MG,2,2
Botafogo RJ,Vasco,3,2
Sao Paulo,Atletico GO,2,0
Sport Recife,Ponte Preta,3,1
Corinthians,Bahia,1,1
Gremio,Coritiba,0,0
Palmeiras,Cruzeiro,2,0
Atletico-MG,Fluminense,3,2
Flamengo RJ,Sao Paulo,1,0
Nautico,Portuguesa,0,0
Atletico GO,Sport Recife,0,1
Ponte Preta,Santos,1,0
Vasco,Internacional,1,2
Figueirense,Botafogo RJ,0,2
Fluminense,Coritiba,2,1
Ponte Preta,Cruzeiro,1,0
Santos,Nautico,0,0
Corinthians,Vasco,1,0
Internacional,Palmeiras,2,1
Bahia,Gremio,1,1
Botafogo RJ,Atletico GO,4,0
Figueirense,Portuguesa,0,0
Sport Recife,Sao Paulo,2,4
Atletico-MG,Flamengo RJ,1,1
Cruzeiro,Santos,0,4
Gremio,Ponte Preta,1,0
Flamengo RJ,Figueirense,1,0
Atletico GO,Corinthians,0,2
Palmeiras,Botafogo RJ,2,2
Sao Paulo,Fluminense,1,1
Vasco,Sport Recife,0,3
Coritiba,Atletico-MG,1,0
Nautico,Internacional,3,0
Portuguesa,Bahia,0,1
Atletico GO,Santos,2,1
Botafogo RJ,Portuguesa,3,0
Corinthians,Coritiba,5,1
Gremio,Sao Paulo,2,1
Palmeiras,Fluminense,2,3
Vasco,Atletico-MG,1,1
Cruzeiro,Bahia,3,1
Figueirense,Sport Recife,1,1
Nautico,Flamengo RJ,0,1
Ponte Preta,Internacional,1,0
Coritiba,Vasco,1,2
Santos,Figueirense,2,0
Atletico-MG,Atletico GO,2,2
Bahia,Ponte Preta,1,0
Flamengo RJ,Palmeiras,1,1
Fluminense,Cruzeiro,0,2
Sao Paulo,Nautico,2,1
Internacional,Corinthians,0,2
Portuguesa,Gremio,2,2
Sport Recife,Botafogo RJ,2,0
Corinthians,Santos,1,1
Vasco,Flamengo RJ,1,1
Bahia,Nautico,1,1
Botafogo RJ,Atletico-MG,2,3
Cruzeiro,Coritiba,2,1
Figueirense,Gremio,2,4
Internacional,Portuguesa,0,2
Palmeiras,Atletico GO,1,2
Ponte Preta,Sao Paulo,0,0
Sport Recife,Fluminense,1,1
Flamengo RJ,Botafogo RJ,2,2
Santos,Palmeiras,3,1
Atletico GO,Bahia,0,1
Atletico-MG,Cruzeiro,3,2
Coritiba,Figueirense,3,0
Fluminense,Vasco,1,2
Gremio,Internacional,0,0
Nautico,Sport Recife,1,0
Portuguesa,Ponte Preta,0,0
Sao Paulo,Corinthians,3,1
Vasco,Portuguesa,1,0
Vitoria,Internacional,2,2
Corinthians,Botafogo RJ,1,1
Criciuma,Bahia,3,1
Gremio,Nautico,2,0
Ponte Preta,Sao Paulo,0,2
Santos,Flamengo RJ,0,0
Coritiba,Atletico-MG,2,1
Cruzeiro,Goias,5,0
Fluminense,Athletico-PR,2,1
Athletico-PR,Cruzeiro,2,2
Botafogo RJ,Santos,2,1
Sao Paulo,Vasco,5,1
Bahia,Coritiba,0,0
Flamengo RJ,Ponte Preta,0,2
Nautico,Vitoria,0,3
Goias,Corinthians,1,1
Internacional,Criciuma,2,0
Athletico-PR,Flamengo RJ,2,2
Botafogo RJ,Cruzeiro,2,1
Santos,Gremio,1,1
Goias,Coritiba,1,1
Vitoria,Vasco,2,0
Corinthians,Ponte Preta,1,0
Atletico-MG,Sao Paulo,0,0
Fluminense,Criciuma,3,0
Internacional,Bahia,1,2
Nautico,Portuguesa,2,2
Criciuma,Santos,3,1
Portuguesa,Internacional,1,1
Sao Paulo,Goias,0,1
Gremio,Vitoria,1,0
Ponte Preta,Athletico-PR,3,4
Vasco,Atletico-MG,2,0
Bahia,Botafogo RJ,2,1
Cruzeiro,Corinthians,1,0
Flamengo RJ,Nautico,0,1
Coritiba,Fluminense,2,1
Criciuma,Flamengo RJ,0,3
Cruzeiro,Internacional,2,2
Corinthians,Portuguesa,0,0
Vasco,Bahia,1,1
Ponte Preta,Botafogo RJ,0,2
Atletico-MG,Gremio,2,0
Coritiba,Nautico,1,0
Fluminense,Goias,2,1
Vitoria,Athletico-PR,3,2
Santos,Atletico-MG,1,0
Gremio,Sao Paulo,1,1
Portuguesa,Fluminense,2,1
Athletico-PR,Gremio,1,1
Flamengo RJ,Coritiba,2,2
Nautico,Ponte Preta,1,3
Portuguesa,Cruzeiro,1,1
Bahia,Corinthians,0,2
Goias,Vitoria,1,0
Internacional,Vasco,5,3
Sao Paulo,Santos,0,2
Atletico-MG,Criciuma,3,2
Botafogo RJ,Fluminense,1,0
Sao Paulo,Bahia,1,2
Fluminense,Internacional,2,3
Santos,Portuguesa,4,1
Ponte Preta,Bahia,0,0
Corinthians,Atletico-MG,0,1
Coritiba,Athletico-PR,1,0
Gremio,Botafogo RJ,2,1
Vitoria,Sao Paulo,3,2
Criciuma,Goias,0,0
Cruzeiro,Nautico,3,0
Vasco,Flamengo RJ,0,1
Botafogo RJ,Nautico,2,0
Criciuma,Gremio,2,1
Sao Paulo,Cruzeiro,0,3
Athletico-PR,Corinthians,1,1
Internacional,Flamengo RJ,1,0
Santos,Coritiba,2,2
Vitoria,Bahia,0,0
Fluminense,Vasco,1,3
Goias,Portuguesa,2,1
Sao Paulo,Internacional,0,1
Portuguesa,Athletico-PR,2,3
Vasco,Criciuma,3,2
Ponte Preta,Santos,1,0
Corinthians,Sao Paulo,0,0
Cruzeiro,Atletico-MG,4,1
Gremio,Fluminense,2,0
Nautico,Internacional,3,0
Bahia,Goias,2,1
Coritiba,Vitoria,1,1
Flamengo RJ,Botafogo RJ,1,1
Atletico-MG,Athletico-PR,1,2
Fluminense,Cruzeiro,1,0
Portuguesa,Criciuma,1,1
Coritiba,Ponte Preta,5,3
Bahia,Flamengo RJ,3,0
Corinthians,Gremio,2,0
Botafogo RJ,Vitoria,2,0
Goias,Vasco,1,1
Cruzeiro,Coritiba,1,0
Athletico-PR,Goias,2,0
Criciuma,Corinthians,0,2
Flamengo RJ,Atletico-MG,3,0
Gremio,Internacional,1,1
Ponte Preta,Fluminense,1,1
Vasco,Botafogo RJ,2,3
Vitoria,Portuguesa,2,1
Criciuma,Cruzeiro,1,2
Vitoria,Fluminense,1,1
Athletico-PR,Bahia,1,0
Flamengo RJ,Portuguesa,1,1
Atletico-MG,Botafogo RJ,2,2
Goias,Nautico,2,1
Santos,Corinthians,1,1
Gremio,Coritiba,0,1
Vasco,Ponte Preta,1,1
Botafogo RJ,Goias,1,1
Nautico,Atletico-MG,0,0
Corinthians,Vitoria,2,0
Coritiba,Vasco,0,1
Cruzeiro,Santos,0,0
Fluminense,Flamengo RJ,2,3
Bahia,Gremio,0,3
Internacional,Athletico-PR,2,2
Ponte Preta,Criciuma,3,1
Portuguesa,Sao Paulo,2,1
Atletico-MG,Bahia,2,0
Criciuma,Nautico,3,0
Santos,Vasco,1,1
Coritiba,Portuguesa,1,1
Vitoria,Ponte Preta,3,1
Fluminense,Corinthians,0,0
Goias,Flamengo RJ,1,1
Gremio,Cruzeiro,3,1
Sao Paulo,Athletico-PR,1,1
Botafogo RJ,Internacional,3,3
Cruzeiro,Vitoria,5,1
Nautico,Fluminense,0,1
Vasco,Gremio,2,3
Corinthians,Coritiba,1,0
Flamengo RJ,Sao Paulo,0,0
Ponte Preta,Goias,0,1
Portuguesa,Botafogo RJ,1,3
Athletico-PR,Criciuma,2,1
Bahia,Santos,0,0
Internacional,Atletico-MG,0,0
Flamengo RJ,Gremio,0,1
Ponte Preta,Cruzeiro,0,2
Santos,Vitoria,2,0
Criciuma,Coritiba,2,1
Atletico-MG,Portuguesa,2,1
Bahia,Nautico,2,0
Sao Paulo,Fluminense,2,1
Vasco,Corinthians,1,1
Athletico-PR,Botafogo RJ,2,0
Internacional,Goias,3,3
Goias,Atletico-MG,0,0
Gremio,Ponte Preta,1,0
Nautico,Athletico-PR,1,4
Portuguesa,Bahia,4,2
Fluminense,Santos,0,2
Botafogo RJ,Sao Paulo,0,0
Corinthians,Flamengo RJ,4,0
Coritiba,Internacional,0,0
Vitoria,Criciuma,0,1
Cruzeiro,Vasco,5,3
Goias,Gremio,2,0
Nautico,Sao Paulo,0,1
Athletico-PR,Santos,2,1
Flamengo RJ,Vitoria,2,1
Portuguesa,Ponte Preta,2,1
Atletico-MG,Fluminense,2,2
Bahia,Cruzeiro,1,3
Internacional,Corinthians,1,0
Botafogo RJ,Coritiba,3,1
Nautico,Vasco,0,3
Sao Paulo,Criciuma,1,2
Fluminense,Bahia,1,0
Ponte Preta,Internacional,1,3
Santos,Goias,1,0
Vitoria,Atletico-MG,1,1
Gremio,Portuguesa,3,2
Corinthians,Nautico,0,0
Coritiba,Sao Paulo,2,0
Cruzeiro,Flamengo RJ,1,0
Criciuma,Botafogo RJ,1,2
Vasco,Athletico-PR,0,0
Internacional,Santos,1,2
Athletico-PR,Fluminense,1,1
Bahia,Criciuma,2,2
Goias,Cruzeiro,1,2
Botafogo RJ,Corinthians,1,0
Nautico,Gremio,0,2
Portuguesa,Vasco,2,0
Internacional,Vitoria,2,2
Atletico-MG,Coritiba,3,0
Flamengo RJ,Santos,2,1
Sao Paulo,Ponte Preta,1,0
Cruzeiro,Athletico-PR,1,0
Fluminense,Portuguesa,2,1
Corinthians,Goias,1,2
Coritiba,Bahia,2,2
Criciuma,Internacional,0,1
Ponte Preta,Flamengo RJ,1,1
Vasco,Sao Paulo,0,2
Gremio,Atletico-MG,0,1
Santos,Botafogo RJ,1,2
Vitoria,Nautico,2,1
Gremio,Santos,1,1
Vasco,Vitoria,1,2
Coritiba,Goias,2,2
Criciuma,Fluminense,1,2
Cruzeiro,Botafogo RJ,3,0
Ponte Preta,Corinthians,2,0
Sao Paulo,Atletico-MG,1,0
Flamengo RJ,Athletico-PR,2,4
Bahia,Internacional,2,0
Portuguesa,Nautico,3,0
Fluminense,Coritiba,1,1
Vitoria,Gremio,0,0
Botafogo RJ,Bahia,1,2
Corinthians,Cruzeiro,0,0
Goias,Sao Paulo,1,0
Internacional,Portuguesa,0,1
Nautico,Flamengo RJ,0,0
Atletico-MG,Vasco,2,1
Athletico-PR,Ponte Preta,1,0
Santos,Criciuma,2,1
Criciuma,Atletico-MG,1,1
Santos,Nautico,1,1
Goias,Fluminense,1,2
Nautico,Coritiba,3,0
Botafogo RJ,Ponte Preta,0,1
Bahia,Vasco,0,0
Flamengo RJ,Criciuma,4,1
Portuguesa,Corinthians,4,0
Sao Paulo,Gremio,0,1
Atletico-MG,Santos,3,1
Athletico-PR,Vitoria,3,5
Internacional,Cruzeiro,1,2
Ponte Preta,Nautico,1,2
Cruzeiro,Portuguesa,4,0
Gremio,Athletico-PR,1,0
Fluminense,Botafogo RJ,1,1
Vitoria,Goias,2,1
Corinthians,Bahia,2,0
Coritiba,Flamengo RJ,0,2
Santos,Sao Paulo,3,0
Atletico-MG,Ponte Preta,4,0
Vasco,Internacional,3,1
Botafogo RJ,Gremio,0,1
Sao Paulo,Vitoria,3,2
Atletico-MG,Corinthians,0,0
Athletico-PR,Coritiba,2,1
Flamengo RJ,Vasco,1,1
Internacional,Fluminense,1,0
Nautico,Cruzeiro,1,4
Bahia,Ponte Preta,1,1
Goias,Criciuma,1,1
Portuguesa,Santos,3,0
Coritiba,Santos,1,0
Gremio,Criciuma,1,2
Bahia,Vitoria,2,0
Ponte Preta,Atletico-MG,2,0
Corinthians,Athletico-PR,0,0
Cruzeiro,Sao Paulo,0,2
Nautico,Botafogo RJ,1,3
Vasco,Fluminense,1,0
Portuguesa,Goias,1,2
Flamengo RJ,Internacional,2,1
Fluminense,Gremio,1,1
Vitoria,Coritiba,2,1
Santos,Ponte Preta,2,1
Atletico-MG,Cruzeiro,1,0
Criciuma,Vasco,3,2
Internacional,Nautico,4,1
Sao Paulo,Corinthians,0,0
Athletico-PR,Portuguesa,1,0
Botafogo RJ,Flamengo RJ,2,1
Goias,Bahia,3,1
Cruzeiro,Fluminense,1,0
Santos,Internacional,0,0
Criciuma,Portuguesa,1,3
Ponte Preta,Coritiba,1,0
Sao Paulo,Nautico,3,0
Athletico-PR,Atletico-MG,1,0
Flamengo RJ,Bahia,2,1
Gremio,Corinthians,1,0
Vasco,Goias,0,2
Vitoria,Botafogo RJ,1,0
Fluminense,Ponte Preta,1,1
Nautico,Santos,1,5
Corinthians,Criciuma,1,0
Atletico-MG,Flamengo RJ,1,0
Bahia,Sao Paulo,0,1
Goias,Athletico-PR,3,0
Internacional,Gremio,2,2
Botafogo RJ,Vasco,2,2
Coritiba,Cruzeiro,2,1
Portuguesa,Vitoria,1,1
Botafogo RJ,Atletico-MG,1,0
Cruzeiro,Criciuma,5,3
Bahia,Athletico-PR,1,1
Corinthians,Santos,1,1
Internacional,Sao Paulo,2,3
Ponte Preta,Vasco,2,1
Portuguesa,Flamengo RJ,0,0
Coritiba,Gremio,4,0
Fluminense,Vitoria,2,3
Nautico,Goias,0,2
Sao Paulo,Portuguesa,2,1
Vasco,Coritiba,2,1
Atletico-MG,Nautico,5,0
Goias,Botafogo RJ,1,0
Gremio,Bahia,0,0
Santos,Cruzeiro,0,1
Vitoria,Corinthians,1,1
Athletico-PR,Internacional,1,0
Criciuma,Ponte Preta,1,1
Flamengo RJ,Fluminense,1,0
Bahia,Atletico-MG,0,0
Portuguesa,Coritiba,0,0
Flamengo RJ,Goias,1,1
Athletico-PR,Sao Paulo,3,0
Cruzeiro,Gremio,3,0
Internacional,Botafogo RJ,2,1
Ponte Preta,Vitoria,0,3
Corinthians,Fluminense,1,0
Nautico,Criciuma,0,1
Vasco,Santos,2,2
Goias,Ponte Preta,2,0
Gremio,Vasco,1,0
Botafogo RJ,Portuguesa,0,0
Criciuma,Athletico-PR,2,1
Coritiba,Corinthians,0,1
Sao Paulo,Flamengo RJ,2,0
Vitoria,Cruzeiro,1,3
Santos,Bahia,3,0
Atletico-MG,Internacional,2,1
Fluminense,Nautico,2,0
Botafogo RJ,Athletico-PR,4,0
Coritiba,Criciuma,1,2
Corinthians,Vasco,0,0
Cruzeiro,Ponte Preta,2,2
Fluminense,Sao Paulo,2,1
Vitoria,Santos,2,0
Goias,Internacional,3,1
Gremio,Flamengo RJ,2,1
Nautico,Bahia,0,1
Portuguesa,Atletico-MG,2,0
Criciuma,Vitoria,1,1
Vasco,Cruzeiro,2,1
Atletico-MG,Goias,4,1
Athletico-PR,Nautico,6,1
Flamengo RJ,Corinthians,1,0
Ponte Preta,Gremio,1,1
Santos,Fluminense,1,0
Bahia,Portuguesa,1,0
Internacional,Coritiba,0,0
Sao Paulo,Botafogo RJ,1,1
Fluminense,Atletico-MG,2,2
Corinthians,Internacional,0,0
Coritiba,Botafogo RJ,2,1
Criciuma,Sao Paulo,1,0
Cruzeiro,Bahia,1,2
Ponte Preta,Portuguesa,0,2
Vasco,Nautico,2,0
Vitoria,Flamengo RJ,4,2
Gremio,Goias,1,0
Santos,Athletico-PR,2,1
Flamengo RJ,Cruzeiro,1,1
Nautico,Corinthians,1,0
Atletico-MG,Vitoria,2,2
Athletico-PR,Vasco,5,1
Bahia,Fluminense,1,2
Botafogo RJ,Criciuma,3,0
Goias,Santos,0,3
Internacional,Ponte Preta,0,0
Portuguesa,Gremio,0,0
Sao Paulo,Coritiba,0,1
Fluminense,Figueirense,3,0
Internacional,Vitoria,1,0
Chapecoense-SC,Coritiba,0,0
Atletico-MG,Corinthians,0,0
Athletico-PR,Gremio,1,0
Bahia,Cruzeiro,1,2
Sao Paulo,Botafogo RJ,3,0
Criciuma,Palmeiras,1,2
Flamengo RJ,Goias,0,0
Santos,Sport Recife,1,1
Coritiba,Santos,0,0
Palmeiras,Fluminense,0,1
Botafogo RJ,Internacional,2,2
Corinthians,Flamengo RJ,2,0
Cruzeiro,Sao Paulo,1,1
Vitoria,Athletico-PR,2,2
Figueirense,Bahia,0,2
Goias,Criciuma,1,0
Gremio,Atletico-MG,2,1
Sport Recife,Chapecoense-SC,2,1
Athletico-PR,Cruzeiro,2,3
Santos,Gremio,0,0
Sao Paulo,Coritiba,2,2
Fluminense,Vitoria,1,2
Bahia,Botafogo RJ,1,0
Criciuma,Figueirense,1,0
Flamengo RJ,Palmeiras,4,2
Internacional,Sport Recife,2,1
Atletico-MG,Goias,0,1
Chapecoense-SC,Corinthians,0,1
Internacional,Athletico-PR,2,1
Palmeiras,Goias,2,0
Botafogo RJ,Criciuma,6,0
Atletico-MG,Cruzeiro,2,1
Chapecoense-SC,Gremio,1,2
Fluminense,Flamengo RJ,2,0
Sao Paulo,Corinthians,1,1
Bahia,Vitoria,1,1
Coritiba,Sport Recife,0,1
Figueirense,Santos,0,2
Goias,Botafogo RJ,2,0
Cruzeiro,Coritiba,3,2
Athletico-PR,Chapecoense-SC,1,1
Corinthians,Figueirense,0,1
Flamengo RJ,Sao Paulo,0,2
Gremio,Fluminense,1,0
Criciuma,Internacional,0,0
Santos,Atletico-MG,1,2
Vitoria,Palmeiras,0,1
Coritiba,Internacional,1,1
Flamengo RJ,Bahia,1,1
Criciuma,Chapecoense-SC,1,0
Cruzeiro,Sport Recife,2,0
Corinthians,Athletico-PR,1,1
Fluminense,Sao Paulo,5,2
Gremio,Botafogo RJ,2,1
Goias,Santos,2,2
Palmeiras,Figueirense,1,0
Vitoria,Atletico-MG,2,3
Bahia,Fluminense,0,1
Sao Paulo,Gremio,1,0
